5.4431,-0.68953,-1.599,1
5.1701,-1.5648,-1.6002,1
4.7455,-1.0983,-1.9154,1
4.898,-1.0448,-1.6602,1
5.0348,-0.67621,-1.9196,2
4.9928,-0.58026,-2.0114,2
5.4454,-0.89322,-1.8168,2
4.9782,-0.5257,-1.9246,2
4.9338,-0.81013,-2.0106,2
5.0757,-0.7773,-1.8699,2
5.0484,-0.74556,-1.8007,2
4.9339,-0.40891,-1.7822,2
4.3379,-0.3509,-2.0616,2
5.1035,-1.0562,-1.8933,2
5.0484,-0.82443,-1.9181,2
5.0257,-0.7944,-1.9595,2
4.8327,-0.34273,-2.0773,2
4.8879,-0.37793,-2.0794,2
4.7091,-0.35485,-2.1643,2
4.8095,-0.48368,-2.1261,2
4.8408,-0.46504,-2.2077,2
4.8058,-0.26442,-2.1865,2
4.8657,-0.51729,-2.1344,2
5.1504,-0.61688,-2.0441,3
4.9513,-0.5355,-2.0981,2
5.0284,-0.55235,-2.0237,2
4.2848,-0.11327,-2.314,2
4.4359,-0.20951,-2.1459,2
4.0998,0.049139,-2.2791,2
5.3051,-0.56499,-1.9754,1
5.2603,-0.6761,-1.4869,1
4.7006,-0.83778,-1.7937,1
4.5984,-0.71242,-1.9778,1
5.2869,-1.4485,-2.0493,1
5.0888,-1.4259,-1.8307,1
5.1985,-1.0862,-2.04,1
5.4478,-1.014,-1.9317,1
5.3554,-1.1516,-1.9065,1
4.7352,-1.3972,-1.9356,1
4.7544,-0.98165,-1.8506,1
4.9787,-0.34338,-1.8428,2
5.0431,-0.3486,-1.8442,2
5.1588,-0.38676,-1.8144,2
5.1822,-0.27239,-1.7319,2
5.1632,-0.53184,-2.0503,2
5.17,-0.51416,-2.0271,2
4.5647,-0.20474,-2.0432,2
5.1625,-0.69318,-2.0801,2
5.154,-0.87545,-2.117,2
4.9953,-0.61522,-2.143,2
5.0182,-0.97398,-2.1853,2
5.247,-1.243,-2.1631,3
5.296,-0.95449,-1.9937,3
5.2273,-1.0672,-2.1321,3
5.1912,-1.2843,-2.2413,3
5.1278,-1.1865,-2.1986,3
5.3523,-0.99268,-2.0314,3
5.24,-0.64046,-1.3972,1
5.243,-0.41267,-1.3802,1
4.7791,-0.55253,-1.7821,1
4.8801,-0.65051,-1.6994,1
5.3469,-0.32078,-1.6403,2
5.1567,-0.36173,-1.7392,2
5.1381,-0.32673,-1.4945,2
5.0892,-0.33199,-1.5432,2
5.3412,-0.46526,-1.767,2
5.3765,-0.42142,-1.7703,2
5.2395,-0.35908,-1.7688,2
5.2134,-0.28244,-1.8029,2
5.2021,-0.37031,-1.7538,2
5.3072,-0.2557,-1.6385,2
5.3736,-0.24359,-1.5227,2
4.6204,-0.38459,-1.5854,2
5.2377,-0.79486,-1.8607,1
5.188,-0.71684,-1.8026,1
5.1807,-0.77086,-1.5782,1
5.107,-0.61364,-1.939,1
5.2876,-0.98821,-1.9218,1
4.7879,-0.80959,-1.7624,1
4.8287,-0.76053,-1.7902,1
5.1101,-0.29536,-1.8942,2
5.3711,-0.28118,-1.6205,2
5.2301,-0.43495,-1.841,2
5.2922,-0.41357,-1.8404,2
5.0584,-1.0427,-2.1065,2
5.0122,-0.69019,-1.9998,2
5.0769,-0.69496,-2.0586,2
5.0322,-0.45245,-1.9164,2
5.1824,-0.3997,-1.9208,2
5.0737,-0.62982,-1.9942,2
4.4348,-0.43653,-2.1461,2
4.4687,-0.5227,-1.8347,1
4.4146,-1.2672,-2.0478,1
4.4799,-1.559,-1.9355,1
4.6495,-1.8111,-1.8927,1
4.5107,-1.5542,-1.9678,1
4.511,-0.35315,-2.2595,1
4.3681,-0.19077,-2.2103,1
4.2945,-0.25736,-1.682,2
4.3015,-0.2539,-1.5973,2
4.2451,-0.24059,-1.5952,2
4.256,-0.19246,-1.5954,2
4.0347,-0.089113,-1.8597,2
3.9961,-0.06366,-1.6527,2
3.9098,0.048092,-1.822,2
3.8604,0.19713,-1.8545,2
3.814,0.041411,-1.7314,2
4.216,-0.19145,-1.8589,2
3.8605,0.10212,-1.7852,2
4.1654,-0.2828,-1.6748,2
4.2057,0.099652,-2.0121,2
4.3553,-0.32746,-1.5442,2
4.3803,-0.28716,-1.4052,2
5.1425,-0.59208,-1.4261,1
5.2779,-0.61069,-1.293,1
5.2275,-0.25095,-1.5308,2
5.0597,-0.18887,-1.699,2
5.1505,-0.18039,-1.7187,2
5.1231,-0.27075,-1.728,2
4.9859,-0.22477,-1.7797,2
5.1406,-0.25586,-1.6711,2
4.5597,-0.60605,-1.8671,2
5.2907,-1.1767,-2.0116,1
5.1476,-1.1626,-2.0809,1
5.1884,-1.2081,-2.0859,1
5.234,-1.2753,-2.1114,1
4.5766,-1.2121,-1.9783,1
4.4877,-1.1309,-2.0684,1
5.048,-0.21738,-1.7661,2
5.0088,-0.24009,-1.7592,2
4.981,-0.39251,-1.8523,2
4.8645,-0.37182,-1.8718,2
5.0806,-0.45173,-1.6988,2
5.0272,-0.50058,-1.6711,2
4.8328,-0.31948,-1.8593,2
5.4459,-0.2438,-1.4699,2
4.5003,-0.37533,-1.8505,2
5.1147,-1.0334,-2.0713,1
5.3195,-1.1975,-2.031,1
5.1136,-0.71565,-2.0374,1
5.0541,-1.2061,-2.0074,1
5.1687,-0.8698,-2.0448,1
4.6547,-1.0691,-2.038,1
4.2552,-0.48206,-2.2094,1
5.0907,-0.38452,-1.9765,2
5.0134,-0.27622,-1.8896,2
5.0391,-0.19797,-1.8324,2
5.1442,-0.39245,-1.8213,2
5.0855,-0.52267,-1.8915,2
5.1669,-0.4518,-1.8424,2
5.1058,-0.35356,-1.8301,2
5.0115,-0.36875,-1.9125,2
4.9712,-0.11651,-1.8809,2
5.0359,-0.28256,-1.9144,2
4.9866,-0.23359,-1.9492,2
4.2723,-0.14815,-2.2035,2
4.3673,-0.30338,-2.1131,2
4.9195,-0.16958,-1.787,3
5.2623,-0.57161,-1.7332,3
4.9066,-0.25383,-1.9214,3
5.0232,-0.31815,-1.7916,3
5.1313,-0.24372,-1.7661,3
5.1367,-0.51467,-1.7322,3
5.0444,-0.42518,-1.7976,3
4.8757,-0.26711,-1.8203,3
4.8647,-0.17302,-1.7483,3
4.7814,-0.16318,-1.8045,3
5.2142,-0.40511,-1.7488,2
5.1015,-0.54044,-1.8627,3
4.968,-0.60897,-1.9092,3
5.248,-1.2932,-1.9449,1
5.2728,-0.87592,-2.087,1
5.1315,-1.0625,-2.0907,1
5.2682,-0.95157,-1.9109,1
5.3684,-0.69822,-1.8492,3
5.3438,-0.74513,-1.7321,3
5.3926,-0.68654,-1.8037,3
5.224,-0.8422,-1.963,3
5.2782,-0.74317,-1.9696,3
4.4128,-0.62106,-2.1419,3
5.0713,-0.58653,-1.6555,3
5.0885,-0.58089,-1.8049,3
5.269,-0.61871,-1.7324,3
5.0225,-1.2367,-1.769,1
5.0539,-1.1895,-1.7619,1
5.2887,-0.63523,-1.7174,2
5.1985,-0.5847,-1.7682,2
5.2054,-0.37228,-1.6028,2
4.49,-0.61615,-1.9247,3
4.875,-0.76571,-2.3178,3
5.1217,-1.201,-2.2669,3
5.2076,-1.1737,-2.1908,3
5.0103,-1.1347,-2.2617,3
5.2245,-1.1188,-2.2245,3
5.005,-1.0516,-2.3226,3
4.9977,-1.0564,-2.2702,3
5.0987,-1.1042,-2.2456,3
5.0637,-1.0987,-2.2461,3
5.0959,-1.2263,-2.249,3
4.9975,-0.98736,-2.2411,3
4.9312,-1.7719,-2.3496,3
5.0116,-1.3418,-2.356,3
5.0275,-0.87356,-2.2158,3
5.1007,-0.84456,-2.079,3
4.9999,-1.1718,-2.2527,3
4.9709,-1.1379,-2.2802,3
5.1596,-0.95438,-2.0932,3
5.2702,-0.86499,-2.0028,3
5.2137,-0.6834,-1.8883,3
4.5684,-1.0474,-2.286,3
4.5346,-1.3964,-2.339,3
4.5351,-1.4103,-2.3768,3
4.414,-1.5298,-2.2045,3
4.4671,-1.7016,-2.2051,3
4.476,-1.3777,-2.1529,3
4.525,-1.3565,-2.0999,3
4.5948,-0.96398,-2.0359,3
4.3899,-1.1782,-2.2293,3
4.4508,-1.7221,-2.2569,3
5.3016,-0.92434,-1.6707,1
5.3152,-0.92398,-1.3624,1
5.3233,-0.49212,-1.8037,3
5.3225,-0.61777,-1.8052,3
5.2727,-0.7461,-2.057,3
5.3562,-0.94529,-2.0285,3
5.256,-1.1006,-2.0067,3
5.2568,-1.0548,-2.1023,3
5.1247,-1.0492,-1.9307,3
5.3358,-0.9018,-2.0154,3
5.2118,-1.0593,-1.9606,3
5.1992,-1.3204,-2.0921,3
4.8103,-0.87532,-1.88,3
4.7051,-0.98533,-1.9483,3
4.6712,-1.0619,-2.0081,3
4.8729,-1.3424,-1.922,3
4.7503,-1.0779,-1.9556,3
4.8187,-0.20702,-1.8559,2
4.8547,-0.32008,-1.7679,2
4.6576,-0.10572,-1.7035,2
4.7029,-0.13299,-1.8557,2
4.7398,-0.12143,-1.7719,2
4.8304,-0.27879,-1.7455,2
4.9558,-0.51458,-1.9962,2
4.7876,-0.27271,-1.9827,2
4.6751,-0.11191,-1.9109,2
5.2927,-0.26557,-1.5462,2
5.0962,-0.55864,-1.9176,1
5.1365,-0.80032,-2.0494,1
5.2894,-0.44534,-1.9394,1
5.2288,-0.61491,-1.8641,1
5.0963,-0.37549,-1.898,2
5.0787,-0.28103,-1.8064,2
5.0989,-0.31975,-1.905,2
5.3082,-0.4303,-1.7243,2
5.2333,-0.37864,-1.7476,2
